"otu.1"	"otu.2"	"otu.3"	"otu.4"	"otu.5"	"otu.6"	"otu.7"	"otu.8"	"otu.9"	"otu.10"	"otu.11"	"otu.12"	"otu.13"	"otu.14"	"otu.15"	"otu.16"	"otu.17"	"otu.18"	"otu.19"	"otu.20"	"otu.21"	"otu.22"	"otu.23"	"otu.24"	"otu.25"	"otu.26"	"otu.27"	"otu.28"	"otu.29"	"otu.30"	"otu.31"	"otu.32"	"otu.33"	"otu.34"	"otu.35"	"otu.36"	"otu.37"	"otu.38"	"otu.39"	"otu.40"	"otu.41"	"otu.42"	"otu.43"	"otu.44"	"otu.45"	"otu.46"	"otu.47"	"otu.48"	"otu.49"	"otu.50"	"otu.51"	"otu.52"	"otu.53"	"otu.54"	"otu.55"	"otu.56"	"otu.57"	"otu.58"	"otu.59"	"otu.60"	"otu.61"	"otu.62"	"otu.63"	"otu.64"	"otu.65"	"otu.66"	"otu.67"	"otu.68"	"otu.69"	"otu.70"	"otu.71"	"otu.72"	"otu.73"	"otu.74"	"otu.75"	"otu.76"	"otu.77"	"otu.78"	"otu.79"	"otu.80"
"sample.221"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346570137251424	0.000590311760000062	0.000830205007575919	0.00195739587774266	0.00420496444851146	0.00827437847490092	0.0131405137360788	0.0213852805733504	0.0329796540168071	0.0449120009151279	0.0641984255680828	0.076465635693238	0.0892066493995099	0.0981722082928444	0.106584864197099	0.101199418177212	0.0860898591385043	0.0716921230965378	0.0569714295775896	0.0441067385671454	0.0304845715790271	0.0193681487115645	0.0108606157880005	0.00675345357553003	0.00528803051227864	0.00195581820227232	0.00133854971985918	0.000546321688345143	9.58635680126343e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.231"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000163411325771575	0.000409930104031888	0.0009288118885218	0.00178202331523315	0.00387941929843554	0.00813721519473301	0.0133324750056137	0.024678595830465	0.0356695021944487	0.0471214645921187	0.0631039646055368	0.073109480069821	0.0839701715815828	0.0942425916424465	0.102452932416636	0.0966390210634522	0.0852227193727279	0.0731927708342075	0.0632414260416958	0.047164872092801	0.0334320214756415	0.0174792062895816	0.0139858372676954	0.0083054672738002	0.00370193696121229	0.00278489971216396	0.000965176362315358	0.000415721978125771	0.000486934209182808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.241"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.79186456189723e-05	0.000453671781276441	0.00186014698758185	0.00236438893184534	0.00468281994548922	0.00722562562783689	0.0138797449746023	0.0231463271912577	0.028523120766729	0.0438528053003353	0.0594256797638409	0.0768059456031806	0.0837662242414181	0.0997713322047932	0.0996543597588461	0.0943898845093969	0.0921157746734559	0.0783813763616728	0.0615153392682613	0.0456238552580887	0.0320136366631885	0.022258748861792	0.0141328852711678	0.00659908922707276	0.00351081237629712	0.00216934243743008	0.000850756290798668	0.000873768839051422	9.46182376742447e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.251"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26261888600063e-05	0.000725378439437256	0.00152323405606834	0.00168465505867203	0.00435062802852468	0.0078749204879224	0.0146400613979445	0.0205085110989031	0.0281694281945597	0.0421610405520438	0.0540781981363331	0.0769231253887258	0.0920004009171895	0.0927299411397342	0.105228174065949	0.0960547716681452	0.0861130482392162	0.0740965336761939	0.0633416145668932	0.0496786232029478	0.0330528857426113	0.0202395069954479	0.0151064319836255	0.00879407650375024	0.00477557768693484	0.00374266514833353	0.00164311195780258	0.0005910007329386	0.000139828744291533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.261"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023786135981508	0.000399655090517288	0.000748566590289228	0.00189488054797175	0.00346724831607499	0.00763338267279353	0.0126055840771965	0.0182114411458223	0.0302238876803474	0.0431984575309426	0.0551286631620267	0.0758968446502161	0.0865471498070444	0.101760252877203	0.0984110823591889	0.0995059891531218	0.0891886578364822	0.0767863577201301	0.0624464509613262	0.0456904862091175	0.0346251907390845	0.0247375301128702	0.0136253204797844	0.00926339958884601	0.0039398799759099	0.00205007838510253	0.0012525110007694	0.000165340487723643	0.00035784948228186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.271"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000249689592085229	0.00077864064386193	0.000900876711594386	0.00264567474606945	0.00399276845303278	0.00692076330864298	0.0131086945993015	0.0217666897823276	0.0285062340897145	0.0443059217211448	0.0553482093490151	0.0767011899995177	0.0880398926341206	0.0952780406415277	0.0979554095817034	0.0984602104278597	0.0847399377175409	0.0797900958169985	0.0662423635835715	0.0491876562423053	0.0328672354614424	0.0220412865898231	0.0126113054682594	0.00815699349753404	0.00485960057539646	0.00179969929914043	0.00115343022163402	0.00137239170087858	0.000219097543956163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.281"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000323502885370675	0.000826285866661712	0.00173514012298823	0.0037136608943312	0.00711511774869394	0.0123481986675759	0.0212367223610809	0.0297687439175183	0.0427863508726176	0.0587249932824529	0.0684561988648789	0.0892844770321207	0.0988576420923769	0.102505328690579	0.094071911053724	0.0874598819991328	0.0796246809628861	0.0634456960362947	0.0493816805059688	0.0327244195430222	0.0239048318651779	0.0137069551783635	0.00888412156909753	0.00445193766014622	0.00288937238341468	0.000866784911376575	0.00064449463241687	0.000260868399731018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.291"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000556375221637781	0.000835031792225576	0.00162945485497597	0.00428074768090327	0.00687588399302368	0.0116858163754361	0.0211027070256199	0.027998396321498	0.0414772048259557	0.0569876708882057	0.0683877929429967	0.0824847448529922	0.0952244741205085	0.0992519252236843	0.0934270152321947	0.0904856322910185	0.0767317827571401	0.0672960068227431	0.0562430465986133	0.0372322523527388	0.0221817924912302	0.0157747801842932	0.00955113792707779	0.0060935676125592	0.00214328766323664	0.00276257367974692	0.00105295543420268	0.000245942833541527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.301"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000385460670025124	0.000915725840339715	0.0017842447123916	0.00381009992084261	0.00780374191738436	0.0133463840468755	0.0205378017108677	0.0312973967211222	0.04140658413408	0.0555753845570215	0.0746726505681716	0.0822601455026629	0.0924287939884084	0.0937535900565181	0.0991831028169638	0.0921064419724888	0.0807226664544927	0.0647316902879729	0.0463760453376187	0.035959133303719	0.0253609927309565	0.0170216037917085	0.00805104645594312	0.005549332854244	0.00249535785039582	0.00108435227979967	0.000872817940832112	0.000507411576153157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.311"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000247304732761284	0.00136811256850519	0.00151019039867707	0.00376455584442493	0.00727042578188172	0.0118193664291152	0.0181276982383408	0.030325098802092	0.0381111189878133	0.0492758333089983	0.0728521005158606	0.083433820101672	0.0897277941358561	0.0992324823350938	0.101921858038052	0.0980386777629157	0.0804958340725395	0.0636056625430761	0.0507778643148613	0.0363262865464643	0.0241587563080685	0.0156023514179309	0.0113475693183765	0.00581625845099552	0.00244012684349192	0.00156191434286046	0.000588555637028512	0.000252382222246221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.321"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000279014114854955	0.00068855391773383	0.0013242714963306	0.00368471043133371	0.00622120077420815	0.0102160847458408	0.0173969182335464	0.0281701368697376	0.0384387119258678	0.0553121231816762	0.0701566026496596	0.0875335729640323	0.0931887473918816	0.0976983586059676	0.10092041677175	0.094397531390151	0.0784048202675001	0.0636754071130143	0.0528430247244482	0.0364250890163169	0.0264765457075714	0.0150227004640178	0.01081027806141	0.00474256058096805	0.00300555888277889	0.00194423600818876	0.000524784733235339	0.000498038975978062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.331"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000147537079400291	0.000398897155023145	0.00162683391385829	0.00282456659320425	0.00677947162736017	0.0106174042562012	0.0174221983154617	0.0280571182388378	0.0368776134126009	0.0573954384027969	0.0671863563536995	0.084137492820131	0.0908841539917421	0.0965583006533605	0.100281339091424	0.0892625465115791	0.0852984188727563	0.0656098383736614	0.0497444594609926	0.0425574926325569	0.0274658443678764	0.0171741479051489	0.00971389128456369	0.00668425160905985	0.00278641612203546	0.00166939535461774	0.000611114380338237	0.000227461219711483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.341"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018952056556956	0.000629127942381244	0.00211266788398698	0.00365041775981763	0.00469347837044658	0.00982955643025754	0.0150071382942034	0.0280552860260049	0.0392346803888746	0.0546800627935472	0.0684895115824707	0.0832031412477926	0.0972970859824832	0.0960698189014092	0.0929570672645079	0.091968282786876	0.0812826628985787	0.0713498762982911	0.0545922528744689	0.0407988115176694	0.024675302330555	0.0178493460855052	0.0112041573881221	0.00520743863468733	0.00274489387194574	0.00122446351777218	0.000541063854550051	0.000462886507225084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.351"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000681344902457619	0.00078251637150535	0.00194602007347529	0.00397354765883166	0.00645760310946743	0.00996732652109591	0.0165131485224646	0.0277567549663423	0.0368424973126412	0.0518994522657241	0.0682185203072399	0.0811511963333733	0.0924871762420001	0.0954391563887687	0.0977093891920745	0.0895637938128051	0.0893375042125305	0.06986506169282	0.0528856980654976	0.0372330152749402	0.0271819781673297	0.0194519070271642	0.00912659845271708	0.00569606153626693	0.00403466355652376	0.002359910451645	0.00120313269886038	0.000235024883437372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.361"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000591387396365705	0.000637358697916682	0.00144125305804836	0.0032909222084156	0.00640924998660802	0.0107825073219983	0.0151383210843276	0.0279182481930949	0.0400694294474492	0.0526524484911357	0.0672216135355717	0.0804142562535931	0.0904086105857543	0.094784830522382	0.0988036867812279	0.0978270298826264	0.079406762160109	0.0675102216913925	0.0531508919394318	0.0388179641985764	0.0293937222220243	0.0182490984341339	0.0116180896885843	0.00638509206905302	0.00353133437286811	0.00203466296521146	0.00135655671140658	0.000154450100693407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.371"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198053914986631	0.00103534283214179	0.00152830382762727	0.00208186426789543	0.00499601295009435	0.0103599998573215	0.0156802134072946	0.0276306511347986	0.0392717783453441	0.0534301210338674	0.0711112913769967	0.0743979489951286	0.0873217767929419	0.101023702750901	0.0996881906458187	0.102087373261905	0.0764439265643105	0.0707516554379449	0.0547495693685508	0.040026323725334	0.0256097287344677	0.0182254430904737	0.00989729632888873	0.007065999760581	0.00283113439812593	0.00187170550837372	0.00054255575371215	0.000142035934172898	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.381"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000719954803893051	0.000308721507929246	0.00126748193417086	0.00264740105799781	0.00482345627991862	0.00793003532313627	0.0159855552451269	0.0240435732575717	0.0371845564948641	0.0488634232324627	0.0669324219029672	0.079943041868871	0.0899226949425925	0.0980427077267888	0.0954942957370794	0.0952030066962297	0.0852194410462795	0.0726581417515064	0.0589288978513582	0.0435585203662229	0.0256650969390636	0.0190764528274325	0.0116823006081802	0.00683223990575066	0.00367445047416571	0.001939802429746	0.00105867660270346	0.000393651185990821	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.391"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000151920972656291	0.000502817920897995	0.00176056510562792	0.00271802953946741	0.00518773321319062	0.00832876866717288	0.0167869564506492	0.0216824143507178	0.0358256192483499	0.0495792511336959	0.0663642937527435	0.0765797684534215	0.0890101689556987	0.101059101521207	0.102016362382726	0.0939416249105535	0.0853331511764686	0.0743730181558516	0.0543083173416246	0.0413133402884352	0.0278794770263987	0.0200497038122673	0.0110667053503028	0.00674837517047196	0.00417456901089167	0.00201551750986451	0.000962715309275943	0.000279713269371264	0	0	0	0	0	0	0	0	0	0	0	0
"sample.401"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000317264530505482	0.000659201308734795	0.00130447922290782	0.00279295577056643	0.00535287706150278	0.00891716630883493	0.0162944159853462	0.0222910208249492	0.0336658893689433	0.0500794539590716	0.0675140456336756	0.078192004452512	0.0938142639414596	0.0982746317396816	0.0943999089556362	0.0959036269812185	0.0851921301787759	0.0700303983144714	0.0592347413080391	0.0431723775894206	0.0281444806899684	0.019450075149596	0.0116557091532961	0.00688151272517273	0.00339996353724615	0.00211662287094921	0.000643231384633257	0.000305551052885065	0	0	0	0	0	0	0	0	0	0	0
"sample.411"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000391866009428424	0.000401965540028862	0.00149287246598512	0.00259712793387117	0.00451498515583207	0.00850934798155619	0.0156054634298726	0.0234167153774033	0.0334170081532442	0.0516931682773408	0.0613880855189897	0.0799981708994872	0.0926538121171398	0.0945859390952863	0.0961738528975467	0.0956145517654105	0.0900634068319385	0.0748300280828991	0.057180504019891	0.0388370221561655	0.0296068082904177	0.0208273389399967	0.0128211262912978	0.00646441077193529	0.00408021332975817	0.00169435912719132	0.0008095842884823	0.00033026525160366	0	0	0	0	0	0	0	0	0	0
"sample.421"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000253825211881423	0.000427368945411839	0.00112300291315887	0.00265597320229549	0.00522716572986049	0.0102498390300155	0.0133324988781662	0.0212452839670902	0.0343423270198356	0.0445447309094097	0.0617058626824583	0.0747055700453065	0.0942641486401137	0.101090226782378	0.0990049776618197	0.0987101572067599	0.0833734075498475	0.0737897744868498	0.0594811954080371	0.0431346857029984	0.0298905807932201	0.0182320545182916	0.0111096498746907	0.00776675262234112	0.00412899149585648	0.00315343001180934	0.00142152826452896	0.00113942726372272	0.000495563181845089	0	0	0	0	0	0	0	0
"sample.431"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219178824988522	0.000405172368554366	0.00187876102212087	0.00215440130512939	0.00428876652358899	0.00771776711615543	0.015247375149935	0.0241764882122136	0.0342510999343639	0.0457644542295427	0.0616679530425226	0.0762093584280072	0.0885260687496432	0.099689441700954	0.102313561016832	0.095859615762312	0.0861405268631534	0.0708801023316897	0.0595312644473782	0.0450978791282445	0.030610034963974	0.0219458540899082	0.0114744550689813	0.00694096801095291	0.00315614322464939	0.00197806197613137	0.00111210619088058	0.00074486660859099	1.82737086014831e-05	0	0	0	0	0	0	0
"sample.441"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75768224144297e-05	0.000257010969060441	0.00144874784522062	0.00240649522561272	0.00537815789504065	0.00767396932068216	0.0141162686334156	0.0222601321134406	0.0328325067598955	0.0491949191845385	0.053524332112671	0.0726409132073664	0.0912654275667059	0.0904985110573296	0.100984374664658	0.101462918569052	0.0854886866637632	0.0777324268668595	0.0601436149748894	0.0458438535756075	0.0303164738316976	0.0225957873148214	0.0148516653397872	0.00896352122469793	0.00364709343751919	0.00251006057387559	0.000976134573648331	0.000749084832250708	0.000149334843478308	0	0	0	0	0	0
"sample.451"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133774960387961	0.000212190422936973	0.000798608456351189	0.00275227665125313	0.00463565040617852	0.00863661260830527	0.0127324691651054	0.0214557617087494	0.0301927598735321	0.0454239486124947	0.0611863749504544	0.0815646736102756	0.0876580476252679	0.0956797789622537	0.100890586452867	0.0962654574826345	0.0860065151969316	0.0754695251775511	0.0613693951920786	0.0437028138440611	0.0332311881339584	0.0228400741967749	0.0114640079008036	0.00784162251355473	0.00366499343735887	0.00186479540049663	0.00168718463713353	0.000437516461209055	0.000201395959040335	0	0	0	0	0
"sample.461"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000343218791347128	0.000675599751496094	0.00137550328452299	0.00248373727295554	0.00427170431382105	0.00735884480322104	0.0145866465340451	0.0209886623066089	0.0316448905206047	0.0439323279694428	0.0587553692718056	0.0709543748374441	0.0883506213424285	0.0907139607074574	0.100502754790852	0.0967354809168055	0.0910780428175262	0.0781765582659632	0.0631196230772833	0.0466709895852564	0.0345292041158779	0.0219427467267672	0.0137430809698191	0.00774212027868515	0.00409329051509934	0.00251773971063513	0.00207641247094601	0.000521561284848867	0.000114932766434132	0	0	0	0
"sample.471"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128142163176668	0.000212086658054846	0.00102366937942544	0.00334145097585398	0.00423334280158525	0.00568843880466577	0.0140468251622676	0.0194093135369351	0.0291558234851028	0.0453176164896404	0.0606975603419852	0.0705832756073964	0.0901493730536592	0.095750018607577	0.0988729260705275	0.0920996714984234	0.0968866327055361	0.0765223334627168	0.0630305437001561	0.0448171552974847	0.034984004178837	0.0222834683170036	0.0136550153391038	0.00646909661910902	0.00689999709619347	0.00185275346643729	0.00136869570386295	0.000434446114214981	8.63233630677252e-05	0	0	0
"sample.481"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131470250379288	0.000595362706595426	0.0013291781954548	0.00220413838850425	0.00307668033429268	0.00728222589946187	0.0124744046692325	0.021866951843309	0.0282238346028352	0.0411227562635276	0.061662508922736	0.0705580302187376	0.087373949171058	0.0978541071559116	0.100919081740968	0.0988582488562003	0.091558759088269	0.0733215984530673	0.0610770303853564	0.0477235708297969	0.0337426055599236	0.0225158449756363	0.0156981214258087	0.00790186225040905	0.00480775288175065	0.00328800175823778	0.00109819774268601	0.00163894320254833	9.47822273058916e-05	0	0
"sample.491"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000959542680522301	0.001401195853196	0.00264050120823134	0.00410998452064005	0.00564473963306822	0.0107022354608221	0.021785453601214	0.0305953638644977	0.0427588082327	0.0562530729143937	0.0714542067004104	0.0886544831369247	0.0933787301063219	0.102906872977267	0.0987445804322047	0.088739508980592	0.0751623329365811	0.0602717021414919	0.0490286536404983	0.0361704440337595	0.0240642614199524	0.0153957363164649	0.0108576567288463	0.00454294860321958	0.00238251796944914	0.00107784010414385	0.00019108111290278	0.000125544689684203	0
"sample.501"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000463778783953237	0.00109480279033419	0.00134998531903128	0.00486426719079803	0.00676531451265237	0.00959705844473192	0.0206057628781504	0.0257586316177346	0.0438476303730801	0.0588792883604592	0.0714648656435832	0.0845814596533228	0.0917674072804348	0.0984193058555587	0.0992019420561024	0.0886244282802953	0.0763730635718715	0.0699146759788894	0.0510714699179119	0.0349174828093994	0.0261131035392762	0.0176420545251556	0.00732641394816811	0.00542618418454571	0.002157600350646	0.00111167259935982	0.000382481247976644	0.000277868286577371
